text,binary,multiclass
"A public school employee can pray in front of students. 
A public school employee can PRAY in FRONT OF STUDENTS.",Not Hope,Not Hope
"#USER# True, the vaxed probably can't reproduce, it won't be long and they will yearn for those babies they are fighting to kill😪",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# You're so wrong!!!! Come to the 21st Century. Moat coaches that pray before, during, after the game...they pray to their God. Every play can choose not to pray, stand/kneel in silence, or pray quietly to their God. This isnt that difficult!!! Bunch of drama queens.",Not Hope,Not Hope
"#USER# 
I'm hearing you're holding boards in TX.
That's unconscionable.
If you really believe in women's reproductive rights, you need to move your boards and your organization out of a state that has criminalized reproductive care.",Not Hope,Not Hope
"today solo cash cup day! We give a hopeful ""Good Luck"" to our players 💛

#AthenaUp",Hope,Generalized Hope
"expect a kelly piquet ig story of ""spread positive vibes 🥺, stop the bullying🥺"" when her entire family is full of racists",Not Hope,Not Hope
I have heard of big-headed families. I have heard of square-headed families. I have even heard of Cone-headed families....but gay-headed families?There is just something not right about including the word gay and head in the same sentence. :p,Not Hope,Sarcasm
#USER# But the Bible says this and this on this page. We shouldn’t be killing babies. It is a sin. Now the kids who die in school shootings or just plain starve to death … those kids don’t count.,Not Hope,Not Hope
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,Hope,Sarcasm
Psyched to be in #chicago for a few days! Hoping to bump into some #fintwit favorites :),Hope,Unrealistic Hope
Let’s begin. Our first dying wish is Murrit’s! She’s.. drawn me getting hit by a car. I have something radiating off of me. I believe they are stink lines.,Not Hope,Not Hope
#USER# That artwork of the floats is amazing 🤩 I wish they had brought it back for the 50th anniversary,Hope,Unrealistic Hope
" \""I give you every seed-bearing plant on the fact of the whole earth and every tree that has fruit with seed in it. They will be yours for good. And to all the beasts of the earth and all the birds of the air and all the creatures that move on the ground -- every thing that has the breath of life in it -- I gave every green plant for food.\"" And it was so.\""Genesis 1: 29-30"" You mean bones with soft tissue inside them, right? I read an article about that last month. It was from a T-Rex, yes.Dinosaur Shocker ",Hope,Sarcasm
"#USER# May every bite of food you put in your mouth taste like sand. May you yearn for fulfillment and forever feel emptiness. May the weight of your sins press the breath out of you each and every day. Btw, how's that indictment coming along? Karma is a b*tch and she has a long memory.",Hope,Unrealistic Hope
"#USER# I have my eyes on $CVP.

And not just that only, I want to also buy more $YLA which is a yield-generating Defi product that provides exposure to an optimized basket of Yearn stablecoin vaults.",Hope,Realistic Hope
#USER# No question the authors of the Constitution did not anticipate the power grab by the GOP to retain minority government,Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# ""And when you pray, do not be like the hypocrites, for they love to pray standing in the synagogues and on the street corners to be seen by men"" ""But when you pray, go into your room, close the door and pray to your Father, who is unseen""",Not Hope,Not Hope
"#USER# Really hoping for something Dragon Quest, they haven't given us a lot of information and now would be a good time",Hope,Generalized Hope
#USER# He probably infected most of his staff so one would expect delays I guess,Not Hope,Not Hope
"We accept your forfiet. Two more to go! Once they post, this thread will be pretty much closed. I predict Penfold will go first, followed by Jo. emoticonXSmilie",Hope,Sarcasm
"#USER# Respectfully, I disagree. I totally believe in team. Every single person involved played a role that was needed to accomplish the ultimate goal at hand made by the team not one individual. We simply see it differently and that's Gucci.",Not Hope,Not Hope
"#USER# Thanks for the wish Peo-San!🌹It's okay if it take a long time to tell because you're still in a process to heal your throat right?😨Right now I'm on a vacation trip to Penang Island with my friends and we celebrated it there.🗿

I hope we can stay together until the end! 🙇🏻‍♂️🌹",Hope,Realistic Hope
"#USER# #USER# It does not take 2 to tango. It takes one to be abused and another to tango all over them or two to tango. In Arkansas, there is no longer an exemption for rape or incest so I guess they will just have to go to a protest and get themselves teargassed and hope that works.",Hope,Generalized Hope
and deliberations have been undertaken in the past months to arrive at the various positions in this document. Kindly anticipate for a new dawn,Hope,Generalized Hope
#USER# #USER# #USER# #USER# Well we can both agree that it was wrong in sundre. I truly wish you a good night.,Hope,Generalized Hope
Guys I’m buying a ticket to Dreamscape and hoping that a carnivorous cell doesn’t eat me,Hope,Unrealistic Hope
"he lives in arizona, a republican state. that explains everything.",Not Hope,Sarcasm
HELP! My mind is blown and I cannot believe I am holding this Nendoroid in my hands right now! THANK YOU #USER# for absolutely blindsiding and spoiling me early for my birthday! 😭😭🙏🙏🎤🎤🎉🎉 #URL#,Not Hope,Not Hope
"#USER# I think it could be closer than you expect, it'll pass, but we'll see the margin",Hope,Generalized Hope
"#USER# #USER# #USER# #USER# Love you baby😘😘 
The boys are just jealous😂😂💔 but inshallah we shall overcome and chill in the Maldives",Hope,Generalized Hope
Aside alla extra internet shit. I really fuck wit Gates music. I can relate to alotta shit and aspire to add spiritual testimonies and guidance in my music also.,Hope,Generalized Hope
"(2/5) The first new #USER# record in six years is a testament of truly wonderful musical beauty. “The Great Awakening” is in parts monumental but also quite tender, melancholic and hopeful. I nearly cried listening to this and I hope it’ll do the same for you. #URL#",Hope,Generalized Hope
love it when Jonny makes me use earphones to watch something on my phone so he can play fifa,Not Hope,Sarcasm
watching my rich new york theatre friends live the life i wish i could 💔,Hope,Unrealistic Hope
For those APES out there that believe all short sellers are “bad” go to Amazon prime and watch The China Hustle. You cannot lump all people into categories and claim they are all the same. A lot of clueless people out there be careful who you listen to.,Not Hope,Not Hope
#USER# molly is a beloved friend we are glad to have in our life and i yearn to petten the cat and appreciate her,Hope,Generalized Hope
"Matthew 6:5-6
“And when you pray, do not be like the hypocrites, for they love to pray standing in the synagogues and on the street corners to be seen by others…But when you pray, go into your room, close the door and pray to your Father.” #URL#",Not Hope,Not Hope
After I open my eyes I aspire to look at myself as I wonder what's to come next.,Hope,Unrealistic Hope
Do you yearn for more potential customers for a home-based business?  search specific formulation #URL# #URL#,Hope,Generalized Hope
#USER# It's really cute! I keep trying to anticipate the moogles but I miss! Aaaaah! What's your high score?,Not Hope,Not Hope
"The ASPIRE program at The Career Center is changing lives every day!  
#FastTrackOhio #changingliveseveryday

https://t.co/AHljFIrc3M",Hope,Generalized Hope
#USER# The dudes headline is so inaccurate The Supreme Court ruled that he can pray and pray freely at school They are not forcing kids to pray at school they’re just saying he can pray and anybody else that wants to pray can,Not Hope,Not Hope
"Come on down to skid row with the rest of us 'lower class' I'll even buy a bottle of MD 20/20 on me.
",Hope,Sarcasm
"Hey Matt, if that paintbrush were any broader, you could paint a room in just five minutes",Hope,Sarcasm
"i wish u would come back wish i'd never hung up the phone like i did i wish u knew that. i'd never forget you as long as i'd live. and I wish you were right here, right now. it's all good, i wish you would",Hope,Unrealistic Hope
"#USER# #USER# #USER# #USER# #USER# Nope - nothing to do with the BBC.  
As clearly stated, this was published in the British Medical Journal.
But as you have no training, experience or qualifications in medical matters, that won't mean much to you, will it?",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# May Allah continue to bless y'all with beneficial knowledge for all the beautiful reminders. You see this Jannah, we got no other option but that inshaAllah",Hope,Generalized Hope
"#USER# As someone who suffers from severe migraines, I know how unruly they can be. I hope you get some good rest and are able to take it easy for a while ❤️",Hope,Generalized Hope
"#USER# #USER# #USER# #USER# So in the end you and I both *believe* by faith. But I understand we both believe by faith and you don't, because your both ignorant and arrogant at the same time. This is a painful condition to trip through life with. Don't let this combination lead to your destruction.",Not Hope,Not Hope
"#USER# I'm starting to save money to leave the country. I keep hoping that things will get better, that we make the changes that are so obviously necessary for the good of society. But we just spin our wheels every time...",Hope,Generalized Hope
#USER# #USER# #USER# #USER# I felt blessed when I found a quarter laying on the ground the other day does that count???,Not Hope,Not Hope
"So you believe if a kid threatens to shoot up the school it should be just ignored as children""s innocent mischief..........Tell that to the kids that died at Colombine..... emoticonXRolleyes",Not Hope,Sarcasm
"when the wine's out of my system I will deny that I ever tweeted this but just this once y'all get to see Lauren yearn, as a treat",Not Hope,Not Hope
"i wish i had comically easy solutions to all my problems like in ""kal ho na ho""",Hope,Unrealistic Hope
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",Hope,Sarcasm
"#USER# #USER# #USER# #USER# #USER# #USER# You sure have. Trump hardly ever told the truth. The states count the votes. Biden won every time they counted. Trump is a malignant narcissist. He just couldn't accept it. He lied it was stolen, lied he had evidence, then made a bunch of money on those that believed him.",Not Hope,Not Hope
"#USER# Hope you are providing benefits for women who are trying to adopt, and/or using fertilization methods. Hope you support families as equally as you support…choice",Not Hope,Not Hope
"[HELP RT] 
OPEN PO 4th Album Repackaged Seventeen ""Sector 17"" 

💵 Ktown4u 270K (DP 150K) 
💵 Weverse 350K (DP 200K) 

✅Weverse include POB 
✅ems tax 
✅ada GO 
✅inshaAllah trusted (krn cari temen jajan bareng) 

📍Jatim, Jember 
tag wts repackaged sector17 seventeen album #URL#",Not Hope,Not Hope
Key raise can political letter. Congress lead hope side son tree. Heavy city responsibility goal require choose attorney. Good each itself simple natural similar population his.,Not Hope,Not Hope
"#USER# The buck was just doing his usual walk route!

Seeing the string of yearn it caught his interest and slowly started to follow",Not Hope,Not Hope
"#USER# We do use it as a frame of reference yes. To some extent, we try to look at what’s ahead and anticipate what it will impact 

Mostly just use standard 8-10% assumption though",Not Hope,Not Hope
"#USER# Everyone must stay the course. Never, ever surrender, even in your mind. The life you yearn for is far away right now but it’s still there. Fight like your life depends on it. DO. NOT. LOSE. FAITH.",Not Hope,Not Hope
"Last night, another session to test out #USER# ASIAir and ASI533MC Pro. Incredible stuff. It has rejuvenate my desire for deep-sky imaging in my bortle 8-9 backyard sky! Super easy for framing and guiding. This is a quick 5 x 180s shot on the Lagoon and Trifid Nebula. #URL#",Not Hope,Not Hope
"You guys are going WAY overboard on this. The changes to the board of education standards will NOT materially change the way evolution is taught in Kansas, nor does it allow the teaching of creationism or intelligent design in our classrooms.   Our districts scientific advisory board says the changes to the curriculum make it ""more factually accurate"", and even the folks who drafted the original curriculum could find no factual fault with the new draft.   The chicken littles out there need to get a grip.",Not Hope,Sarcasm
"#USER# #USER# #USER# you are a team killing cancer! You suck, I hope no one signs you ever again, the NBA is better without you",Hope,Generalized Hope
"If I can’t expect it, it could hurt me. Even if not, it's better to see first. There’s always something dangerous.",Hope,Generalized Hope
#USER# You keep hoping this will happen. Don’t you think it’s irony that the UK are now using NI against the EU? Do you think if the UK implement this bill the EU will put a border between north and south Ireland?,Not Hope,Not Hope
"#USER# I’m thinking they’re gathering to plan..
the younger ones won’t go off to play.

They’re PISSED and motivated.

But a plan is needed and they know
they’ve got to read laws, 
cover lots of material and 👉🏼organize.

I AM HOPEFUL.",Not Hope,Not Hope
Drilling a new well is a significant undertaking. We've begun work on a well to replace an existing well due to a hole in its casing. We anticipate this new Sioux Center Municipal Utilities well will be serving you sometime in July. #URL# #URL#,Hope,Realistic Hope
"#USER# SOSOSOSO HAPPY ABOUT THIS! I was really hoping it would be Alex! 
Alex Wagner to take over Rachel Maddow’s MSNBC timeslot #URL#",Hope,Realistic Hope
"Never count another man’s pockets That’s what bitches do, especially if you ain’t puttin no money in they pockets n even then u still shouldn’t be worried about what another man got going on with his motion. Folks nosey n bitches",Not Hope,Not Hope
"• they will contact korea’s makeup team tmr. the makeup team is rlly famous, everyone can anticipate how the nongs will look tmr.
• might start to trend day3 hashtag tmr morning. 
• p’aof hopes everyone can give the nongs more positive energy, bc this rlly affects them a lot
+",Hope,Realistic Hope
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# Seems you're very impatient and desperate to see it fail!
While we are patient and hopeful to see it succeed😊",Hope,Generalized Hope
"Hey remember when I lived in NY despite hating it and also never having enough money 2 actually live there, oh and I was made to believe the only way you could be happy was to be on a make-em-up team or have a comedy show in a bar basement?

Yeah I somehow don't miss that at all",Not Hope,Not Hope
At Warwick Castle today and convinced more than ever that the people yearn to be peasants #URL#,Not Hope,Not Hope
"6.A well-written story to fill you with a desire to read the book in one sitting. Order ""The Chemist's Shop: A Tale of Revenge"" now. #suspense #historical #fiction #revenge #survivor  #USER# available at Amazon --&gt; #URL# #URL#",Not Hope,Not Hope
"Don't forget about Jammin on Jarboe this Saturday evening, 7/2, from 7 - 10 pm.  This month it will be Jerry Diaz and Hanna's Reef.  They are known for their Texas beach music and popular hits. It's always a great time with lots of dancing.  We hope to see you there. #URL#",Hope,Generalized Hope
#USER# #USER# #USER# #USER# I’m having a sperm count done and claiming them all as dependents on my taxes,Not Hope,Not Hope
#USER# #USER# #USER# Lol yes if you wanted top 100 Billboard yes it would be $$$$ but you don't pay per song with those services you have the rights to a large library of music. Hope that helps.,Hope,Generalized Hope
"I pray that from the treasures of his glory he will empower you with inner strength by his Spirit,

-Holy Bible (Ephesians3:16)

Amen, be blessed and empowered in Christ!

#Wordle374 #writersoftwitter #quotesoftheday #Truth #Prayer #love #peace #SPIRITUAL #BLESS #empowered",Hope,Generalized Hope
The video is about how she let a whole stranger in her car spent a day with him and he said some sexist shit by the end of it after insisting he let her drive her car all day. “Me discovering sexists still exist in 2022” I yearn to exist in that kinda ignorant bliss #URL#,Hope,Unrealistic Hope
"All three of us are escaping. We'll be able to get out. We can get away. We can go back to that place I yearn for again.
I yearn, I yearn, I yearn, I yearn... for that place that has burned itself into my eyes, engraved itself into my soul.",Hope,Unrealistic Hope
#USER# #USER# #USER# Because it's a question for the Court which is 6-3. Hope that helps,Hope,Generalized Hope
"#USER# #USER# #USER# We know they won’t abolish the filibuster. Hence, Sen. Schatz’s tweet. Also, precisely three senators are on board with expanding SCOTUS, so don’t count on it.",Not Hope,Not Hope
#USER# #USER# #USER# Cheers mate didn't know anything about them figured he must've just been short on offers either way hope it goes well for him quality player on his day,Hope,Generalized Hope
"Sahara reporter will never have peace in there life has they carry fake News in Nigeria
INSHALLAH #URL#",Hope,Unrealistic Hope
"#USER# Self forgiveness was a long road for me, and God guided me through it. Regret can be crippling. But if I can do it, anyone can and I pray His love delivers them 🙏🏻",Hope,Realistic Hope
"#USER# The man turned a five minute speech at a shitty CPAC superspreader event into his entire campaign strategy. 

He looks like a bundle of sticks magically animated by hate and Peter Theil’s desire to burn down the world.",Not Hope,Not Hope
#USER# F i wish knew if it’s going it be at exactly 12am or what😭,Hope,Realistic Hope
"I remember my 15 months of job. There was intermittent time to think about other things. But, mentally I was associated with office work. Always had to anticipate work use cases. 

Now that I run a business, freedom to do things beside core work is a big boon.",Not Hope,Not Hope
#USER# #USER# Guess you believe in the tooth fairy too. She said exactly what she meant to say.,Not Hope,Not Hope
"#USER# Next is Who Am I a movie about a hacker who did some crazy things!

Later I'm going to watch the Irish man to get some insights about how the Italian Mafia in America influenced politics like the elections and unions.

Hope my picks help.",Hope,Generalized Hope
"hmmm? why would you say that? it makes no sense.. competition is what pays the bills... oh wait... i know, you want to receive the sickest bastard on cd award! i hope you aren't being a pedophile again?",Hope,Sarcasm
"#USER# And I’m sorry they didn’t. Fwiw, I don’t have a college degree and neither does my husband. I’d like to have one, and I’d be ok if Id had to pay for it with loans. I just want people to be conscious of what they are signing up for and not expect loans to magically go away.",Not Hope,Not Hope
#USER# #USER# It’s about indoctrination and probably some desire to shame students who aren’t devoutly Christian.,Not Hope,Not Hope
i wish skz had like official like continuous designs on their merch idk i feel like it’s all a bit random 😵‍💫,Hope,Unrealistic Hope
"At this point, I won’t believe Jon Jones is ready to go until the door closes and the opening bell has rung #URL#",Not Hope,Not Hope
"My name is Brooke Amos and I am currently studying a Masters in Sport &amp; Exercise Psychology at AECC University College, in Dorset. I graduated in 2021 with a First Class Honours in BSc Sport Psychology at Bournemouth University, and aspire to work within the Paralympics.",Hope,Realistic Hope
#USER# #USER# He's got one more in him. He definitely knows who he can trust and who needs to hit the road. Count on him running. He is going to break the system.,Not Hope,Not Hope
#USER# #USER# #USER# Wear a Pride shirt.  Put a rainbow flag on the teacher’s desk. Have a meeting with any attendees who wish to show up and discuss whatever they feel.  Things no longer permitted in Florida.,Not Hope,Not Hope
#USER# Black family values in America pre 1965 are all we need to aspire to greatness.,Hope,Generalized Hope
@Schlippertysch1 @anon_opin Very good. Just need to work on your spelling now ����,Hope,Sarcasm
"“We’re heading into the midterms, and I think there’s a real desire to show confidence that they’ve solved this,” Céline Gounder, an infectious-disease specialist &amp; the editor for public health #USER# Kaiser HealthNews said. COVID is far from solved. The coronavirus is still mutating #URL#",Not Hope,Not Hope
"#USER# It's important to understand the reason for frustration on the road, for example, will they be late for a session? Then have the sessions recorded, was the luggage lost? Have a list of nearby shops/ malls for them to buy the essentials. Anticipate the challenges #eventprofstalk",Not Hope,Not Hope
"#USER# #USER# I am more hopeful for the next generation of vaccines, which hold serious promise to be less invasive, target a broader range of coronaviruses and provide more robust, long lasting immunity. A team at McMaster University is testing one such prospect: #URL#",Hope,Realistic Hope
"Today has felt like a great day!

Found some incredible art. Met some amazing new people. Seen my old work get some love. New work in the mix.

Thank you all for your relentless support. I hope I can keep trying to rerun the favour.

Tomorrow. We go again. 
Good night folks. 🖤🤍 #URL#",Hope,Generalized Hope
i don’t have to be broadway good but atleast something god damn!!! u can’t put  a kid on stage with no vocal ability and expect something good,Not Hope,Not Hope
#USER# I wish but every one I've talked to at my parish says they wouldn't touch twitter with a ten foot pole,Hope,Unrealistic Hope
#USER# Might be some sad news for some of our friends at the base .... #URL#,Hope,Generalized Hope
#USER# i do not know basic gameplay either i jus shoot n pray 4 da best 😭😭,Not Hope,Not Hope
#USER# pray while packing a gun or pray instead of packing. Is god going to save the children or is the gun?? It’s hard to keep up.. 🙄,Not Hope,Not Hope
#MotherlandFortSalem #SaveMotherlandFortSalem This is why I wish I could watch episodes early. Never really sure if I’ve ever mastered live tweeting but I know I want to make my love for the fandom known well #URL#,Hope,Unrealistic Hope
"#USER# Rn I have a big debt I need 
Inshallah must clear it before 15th July",Hope,Realistic Hope
Genuinely why is it so hard for people to believe that NOT EVERYONE WANTS TO RAISE A FAMILY OR HAVE KIDS,Not Hope,Not Hope
Do NOT count on anyone in the media to point these things out. Or anyone else for that matter. Keep the list and send to your guys. They will use the one contract and promise it. Ignoring the others and also ignoring you may not be that guy.,Not Hope,Not Hope
#USER# Bro it’s nuts like how do u expect me not to have a car,Not Hope,Not Hope
#USER# I wish it was speak now but the signs seem to point to 1989,Not Hope,Not Hope
#USER# We are going to need to figure that out very soon. I anticipate there is going to be a huge influx of orphans in the next ten years that tax payers are going to have to support.,Hope,Realistic Hope
"like i said in another thread, the argument i hear most often from so-called 'pro-choicers' is that you cannot legislate morality. well then what can you legislate? every law in existence is legislation of morality! by that way of thinking, then we should have no laws. if someone kidnaps and murders your 3-year-old child, then let's hope the murderer goes free because we cannot legislate morality!",Hope,Sarcasm
BC's 911 operators anticipate further clogging of emergency lines | West Coast Standard | #URL# #URL#,Not Hope,Not Hope
#USER# #USER# #USER# There is a 🌝at the end of the tunnel. A Bright shinning ray of hope will come your way believe it it will happen🪐,Hope,Generalized Hope
#USER# I WISH THE USA CAN HEAR YOUR STORY AND MANY OTHERS TO WAKE UP .... CAN I RETWEET?,Not Hope,Not Hope
"oh yeah..., how long does it take to walk from one end of the country to the other? ;)",Not Hope,Sarcasm
#USER# #USER# #USER# #USER# #USER# Communicating in DM’s. Said he is driving now and would resolve later today. Hopeful it’s true,Hope,Generalized Hope
We want to wish a very special congratulations to our very own #USER# and his now fiancé #USER# on their engagement! We're so happy for the two of you and wish you nothing but happiness for the rest of your lives! 💙,Hope,Generalized Hope
"Appreciate being given the opportunity to represent Wales once again, hoping to show my potential in such a challenge. #URL#",Hope,Realistic Hope
"#USER# Ok, what do you think happens after? Not talking earnings, do you think CPI continues to fall as in it really did peak? I anticipate earning to be weak for a few quarters. Like an Apple, I see little possibility they won’t disappoint regardless of how great a company they are.",Not Hope,Not Hope
"#USER# I’m cross border in Canada, dual citizen, have my kid in school here now but have no desire to live there, will visit family.",Not Hope,Not Hope
"#USER# You’re better off than I am! I hemmed and hawed hoping that Amazon would uncancel my order, and nope.",Hope,Unrealistic Hope
"You are in the change. So, why not surrender? Relax into the new change. Let go of worry and transmute it into positivity and gratitude. You are changing and so is world over! Stay hopeful! But most importantly trust the process of transformation ❤️
#cardoftheday #dragonmessage #URL#",Hope,Generalized Hope
"MLB Recap ⚾️

Only two YRFI’s, the one I put out &amp; another that is borderline on the threshold... I’ll still count it to the record.

Two F5 leans were actually on the same games:

- Nationals F5 -0.5 (-110)
- Angels F5 -0.5 (+105)

Both ML’s are juiced -140 so I’ll go spread 🤝",Not Hope,Not Hope
"#USER# this is the level every ""she x on my y til I z"" should aspire to be at. incredible work",Hope,Generalized Hope
"Not really the ball park is too wide. The place you live would be older than the earth. Take egypt. If Moses wrote Genesis the country he lived in was documented as older than his creation. It can't be 6-days.
Angry Black Man Xqs me I mean Angry African American (AAA).",Not Hope,Sarcasm
#USER# 2-0 or 3-1 bases juiced w/ 2 outs on plus hitters count playing for insurance runs…no brainer dial up that cookie,Not Hope,Not Hope
#USER# #USER# #USER# Wow 😭😭 you haven’t got a clue .  I hope you lose your prejudices and judgments. Hope your gaming channel takes off 🚀,Hope,Realistic Hope
"#USER# #USER# #USER# With genuine desire to learn; why do you feel it's a right and what justification do you subscribe to? I'm not looking for a ""gotchya"" moment nor am I going to condemn you for your beliefs. I'm curious as to how and when you came to this belief.",Not Hope,Not Hope
#USER# #USER# #USER# #USER# I’m sorry that something went so wrong in your life that you believe truly in something that’s evidently and demonstrably false to the vast majority of people. Trans men (assigned female at birth) are trying to get into women’s spaces too?,Not Hope,Not Hope
"Ok, so @bytereview and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",Hope,Sarcasm
"Or better yet, try doing your homework before making posts. It would 1) allow you to make sense of all that crazy technical jargon, 2) spare Urvogel and trouble of tearing them to pieces and you the embarassment of having to sit through it.
Just a honest suggestion.
-GFA",Not Hope,Sarcasm
"They expected our program to ""fix"" their kid, to give them the child they were hoping for when they adopted, leaving their kid w us like a car at the shop. The level of attachment wounding of this on top of whatever they experienced before they were adopted was staggering.",Not Hope,Not Hope
"I dreamt about you last night. I seem to always think about you. It's silly to think it was years ago and yet you meant more than the world itself. there's a hopeful part of me,  maybe there will be a rekindled fire someday, with the one I fit closest to.",Hope,Generalized Hope
#USER# Shiggy is gonna shine soon hopefully and then shit is gonna go nuts especially if he bodies AFO. And Endeavor is on his last leg lol he’s not surviving this fight and if he does I’m hoping Dabi ends him somehow since Dabi isn’t finished,Hope,Realistic Hope
"#USER# Yeah IG i've found that socializing is way harder for me on there without like, text posts, and how everything you post is effectively your gallery, but I think for artists in particular its a better way to show off your work. I wish twitter had a gallery function",Hope,Realistic Hope
"#USER# Full sympathize with their family and one more thing to tell they  come from j*tt S*kh family ,did any NRI j""tt s**kh who aspire to create 'fairyland' , fought for him ,did anybody raise that issue .",Not Hope,Not Hope
#USER# #USER# #USER# #USER# I wish I still had the original template. I could've updated it myself.,Hope,Unrealistic Hope
"""We all yearn for change in Nigeria, but most of us are not ready to let the change begin with us. We wait for the perfect time and for the perfect condition before we can do things right. But change does not happen that way"" Ikennan Okoli",Not Hope,Not Hope
I hope I can find a person who shares the same music type with me 🤡🤡,Hope,Realistic Hope
"#USER# ""Perhaps. Perhaps... but in the end we will remain superior to your entropic desire. The flame will be carried forevermore thanks to the sparks of hope and the thread of knowledge, and one day you will be forced to hide in the most miniscule shadow of doubt.""",Hope,Generalized Hope
It’s appalling that these Remainer Tories who still yearn for someone like the absolutely hopeless May as leader would jeopardise a #USER# govt. this needs to stop!! #URL#,Not Hope,Not Hope
"Man, I can’t believe I thought I had human rights for a second there. That’s so crazy. 

Anyways, don’t stop at July 3rd-5th y’all. We can’t let them know when -or if- we’ll stop. Only spend $$ if necessary.",Not Hope,Not Hope
"#USER# I know Gege will give Yuji something really cool that we all do not expect. Plus I see a lotta posts about Yuji about to ""inherit"" Sukuna's ct but I see Yuji about get and make those for himself🔥🔥🔥🔥. Sukuna doesn't even help him in the first place.",Not Hope,Not Hope
I think (some) people who were raised with emotionally unavailable/dysfunctional/toxic families yearn to have their own children to provide them with everything they never had,Hope,Unrealistic Hope
#USER# #USER# Anticipate is top 3 😂😂 I love em I feel like the moves match the sound perfectly,Not Hope,Not Hope
"#USER# Love the first season, can't wait to see where this goes as I anticipate every joke and mystery.",Not Hope,Not Hope
"Day 28 Dish you wish you can taste. A simple one. Feeldog said it was fantastic. It sure looks yummy &amp; perfectly cooked 😋. Even fried eggs can taste amazing, so his signature pasta must have taste awesome. #LeeJunYoung #이준영 #30DAYS_LEEJUNYOUNG_CHALLENGE
#30일_이준영_첼린지 #URL#",Hope,Generalized Hope
"#USER# I pray for you and the band BTS that God guides you to Islam, Amen",Hope,Generalized Hope
"#USER# #USER# #USER# Oooooh I saw it, and listened to it

It's too correct

Need to reset back to my schedule from a couple of years back, I was always on the grind 

If you're going tomorrow I'll *meet* you there 

Count on me to let you know  I'm on it, beats laying around drinking all the time",Hope,Generalized Hope
"For myself-Do not believe that there is only one point to make an entry. I never understood how to capture the ""meat of the move"" grading your swings has shown me the plethora of opportunities that can be capitalized. Anticipate the consolidation points",Not Hope,Not Hope
Whelp. My 11 month old daughter caught COVID. 103 fever. Lethargic and fussy. Hoping it turns out ok 😩,Hope,Generalized Hope
Businesses in the downtown area are excited for their sales to shoot up as the Ford Fireworks return to the Detroit River for the first time since the COVID-19 pandemic.  #URL#,Not Hope,Not Hope
#USER# I was channel hoping a few days ago. Heard the presenter on a bible channel claiming that the bible was better than the Internet,Hope,Generalized Hope
"#USER# Again, if not even the Scriptures agree on this, the how can we expect a pluralist society to?",Not Hope,Not Hope
The next 12 months are going to be life changing and I’m so ready for it all. For the first time ever I’m feeling hopeful and excited!!!,Hope,Generalized Hope
"Living w/ #alzheimer's or #dementia is difficult for patients &amp; their caregivers, “Navigating Life with Dementia'' by #HHPH Board Member Dr. James Noble of @columbia offers families a hopeful &amp; helpful approach to dementia care. Learn more: https://t.co/zds80OHCWP #URL#",Hope,Generalized Hope
"I didn't get to this point in my life because my life was an easy one.
On the contrary my life was tough, damn hard even. 
I made it this far because my desire for a better life was stronger than my desire to stay in misery.",Not Hope,Not Hope
#USER# evening.  We are at Lowell Ave Baptist Church studying your How to Pray the Bible wondering if you would have time to speak on a Sun PM service to our church to preach / discuss the book? 69 miles south of SBTS Thanks. Late August?,Not Hope,Not Hope
#USER# JAZAKALLAH/THANK YOUUUU !! &lt;3 :•) I hope you’ve been having fun days too !! 🫶🏼 pretty women always gotta have the best of days 🗣💕,Hope,Generalized Hope
"#USER# bruv. these mfs expect streaks. 
i am grown and i work at home. you’re lucky if i open than mf once a week",Not Hope,Not Hope
"oh sure, try to take the high road now. but have you forgotten the labels you have so freely placed on us as supporters of mcstain, as you have labeled him? does the term pulling a kronus mean anything to you? because you define it with posts like this, as you now seek to ditch the offensive labels like this: (hard right religious radical fringe) http://www.4forums.com/political/sho...ain#post322462. and this: http://www.4forums.com/political/sho...t321807emoticonxgood",Not Hope,Sarcasm
"I imagine, anticipate every win before they happen to me. I don't know how to feign ignorance and not expect.

Is this a good or bad thing? I don't know. But I think of every possible outcome of everything.",Not Hope,Not Hope
"If my desire to end your life was still my purpose, we would not be speaking.",Not Hope,Not Hope
#USER# And we the people are supposed to believe you? A government official. You have lost your mind!!,Not Hope,Not Hope
"#USER# #USER# I can’t believe she said that. Overt racism like that. We used to shame it, now we have a considerable part of this country that celebrates it",Not Hope,Not Hope
